date,base_u_rate,1m_u_rate_pct_change,1yr_u_rate_pct_diff
1990-04-01,5.4,3.8461538461538547,3.8461538461538547
1990-05-01,5.4,0.0,3.8461538461538547
1990-06-01,5.2,-3.703703703703709,-1.8867924528301772
1990-07-01,5.5,5.769230769230771,5.769230769230771
1990-08-01,5.7,3.6363636363636376,9.615384615384626
1990-09-01,5.9,3.5087719298245723,11.320754716981153
1990-10-01,5.9,0.0,11.320754716981153
1990-11-01,6.2,5.084745762711851,14.814814814814813
1990-12-01,6.3,1.6129032258064502,16.66666666666665
1991-01-01,6.4,1.5873015873016039,18.518518518518512
1991-02-01,6.6,3.124999999999978,24.52830188679245
1991-03-01,6.8,3.0303030303030276,30.76923076923077
1991-04-01,6.7,-1.4705882352941124,24.07407407407407
1991-05-01,6.9,2.9850746268656803,27.777777777777768
1991-06-01,6.9,0.0,32.692307692307686
1991-07-01,6.8,-1.449275362318847,23.636363636363633
1991-08-01,6.9,1.4705882352941346,21.052631578947366
1991-09-01,6.9,0.0,16.94915254237288
1991-10-01,7.0,1.4492753623188248,18.644067796610166
1991-11-01,7.0,0.0,12.903225806451601
1991-12-01,7.3,4.285714285714293,15.873015873015884
1992-01-01,7.3,0.0,14.0625
1992-02-01,7.4,1.3698630136986356,12.121212121212132
1992-03-01,7.4,0.0,8.823529411764719
1992-04-01,7.4,0.0,10.447761194029859
1992-05-01,7.6,2.7027027027026973,10.144927536231862
1992-06-01,7.8,2.6315789473684292,13.043478260869556
1992-07-01,7.7,-1.2820512820512775,13.235294117647056
1992-08-01,7.6,-1.2987012987013102,10.144927536231862
1992-09-01,7.6,0.0,10.144927536231862
1992-10-01,7.3,-3.9473684210526327,4.285714285714293
1992-11-01,7.4,1.3698630136986356,5.714285714285716
1992-12-01,7.4,0.0,1.3698630136986356
1993-01-01,7.3,-1.3513513513513598,0.0
1993-02-01,7.1,-2.73972602739726,-4.054054054054069
1993-03-01,7.0,-1.4084507042253502,-5.405405405405405
1993-04-01,7.1,1.4285714285714235,-4.054054054054069
1993-05-01,7.1,0.0,-6.578947368421051
1993-06-01,7.0,-1.4084507042253502,-10.256410256410254
1993-07-01,6.9,-1.4285714285714235,-10.389610389610382
1993-08-01,6.8,-1.449275362318847,-10.526315789473683
1993-09-01,6.7,-1.4705882352941124,-11.842105263157887
1993-10-01,6.8,1.4925373134328401,-6.849315068493156
1993-11-01,6.6,-2.941176470588236,-10.810810810810823
1993-12-01,6.5,-1.5151515151515138,-12.162162162162172
1994-01-01,6.6,1.538461538461533,-9.589041095890416
1994-02-01,6.6,0.0,-7.042253521126762
1994-03-01,6.5,-1.5151515151515138,-7.14285714285714
1994-04-01,6.4,-1.538461538461533,-9.859154929577452
1994-05-01,6.1,-4.687500000000011,-14.084507042253524
1994-06-01,6.1,0.0,-12.857142857142867
1994-07-01,6.1,0.0,-11.594202898550732
1994-08-01,6.0,-1.6393442622950727,-11.764705882352944
1994-09-01,5.9,-1.6666666666666607,-11.940298507462687
1994-10-01,5.8,-1.6949152542372947,-14.70588235294118
1994-11-01,5.6,-3.4482758620689724,-15.151515151515149
1994-12-01,5.5,-1.7857142857142794,-15.384615384615385
1995-01-01,5.6,1.8181818181818077,-15.151515151515149
1995-02-01,5.4,-3.5714285714285587,-18.181818181818176
1995-03-01,5.4,0.0,-16.92307692307692
1995-04-01,5.8,7.407407407407396,-9.37500000000001
1995-05-01,5.6,-3.4482758620689724,-8.196721311475407
1995-06-01,5.6,0.0,-8.196721311475407
1995-07-01,5.7,1.7857142857143016,-6.5573770491803245
1995-08-01,5.7,0.0,-4.999999999999993
1995-09-01,5.6,-1.7543859649122862,-5.084745762711873
1995-10-01,5.5,-1.7857142857142794,-5.1724137931034475
1995-11-01,5.6,1.8181818181818077,0.0
1995-12-01,5.6,0.0,1.8181818181818077
1996-01-01,5.6,0.0,0.0
1996-02-01,5.5,-1.7857142857142794,1.8518518518518379
1996-03-01,5.5,0.0,1.8518518518518379
1996-04-01,5.6,1.8181818181818077,-3.4482758620689724
1996-05-01,5.6,0.0,0.0
1996-06-01,5.3,-5.357142857142849,-5.357142857142849
1996-07-01,5.5,3.7735849056603765,-3.508771929824561
1996-08-01,5.1,-7.272727272727275,-10.526315789473696
1996-09-01,5.2,1.9607843137255054,-7.142857142857128
1996-10-01,5.2,0.0,-5.454545454545457
1996-11-01,5.4,3.8461538461538547,-3.5714285714285587
1996-12-01,5.4,0.0,-3.5714285714285587
1997-01-01,5.3,-1.85185185185186,-5.357142857142849
1997-02-01,5.2,-1.8867924528301772,-5.454545454545457
1997-03-01,5.2,0.0,-5.454545454545457
1997-04-01,5.1,-1.9230769230769384,-8.92857142857143
1997-05-01,4.9,-3.9215686274509665,-12.49999999999999
1997-06-01,5.0,2.0408163265306145,-5.660377358490565
1997-07-01,4.9,-1.9999999999999907,-10.909090909090901
1997-08-01,4.8,-2.0408163265306256,-5.882352941176472
1997-09-01,4.9,2.083333333333348,-5.769230769230771
1997-10-01,4.7,-4.081632653061229,-9.615384615384615
1997-11-01,4.6,-2.1276595744680993,-14.814814814814826
1997-12-01,4.7,2.1739130434782705,-12.962962962962965
1998-01-01,4.6,-2.1276595744680993,-13.20754716981133
1998-02-01,4.6,0.0,-11.538461538461553
1998-03-01,4.7,2.1739130434782705,-9.615384615384615
1998-04-01,4.3,-8.510638297872353,-15.686274509803921
1998-05-01,4.4,2.3255813953488413,-10.204081632653061
1998-06-01,4.5,2.2727272727272707,-9.999999999999998
1998-07-01,4.5,0.0,-8.163265306122458
1998-08-01,4.5,0.0,-6.25
1998-09-01,4.6,2.2222222222222143,-6.122448979591855
1998-10-01,4.5,-2.1739130434782483,-4.255319148936176
1998-11-01,4.4,-2.2222222222222143,-4.347826086956507
1998-12-01,4.4,0.0,-6.382978723404253
1999-01-01,4.3,-2.272727272727282,-6.521739130434778
1999-02-01,4.4,2.3255813953488413,-4.347826086956507
1999-03-01,4.2,-4.545454545454552,-10.63829787234043
1999-04-01,4.3,2.3809523809523725,0.0
1999-05-01,4.2,-2.3255813953488302,-4.545454545454552
1999-06-01,4.3,2.3809523809523725,-4.444444444444451
1999-07-01,4.3,0.0,-4.444444444444451
1999-08-01,4.2,-2.3255813953488302,-6.666666666666665
1999-09-01,4.2,0.0,-8.695652173913038
1999-10-01,4.1,-2.3809523809523947,-8.888888888888902
1999-11-01,4.1,0.0,-6.818181818181834
1999-12-01,4.0,-2.4390243902438935,-9.090909090909093
2000-01-01,4.0,0.0,-6.976744186046513
2000-02-01,4.1,2.499999999999991,-6.818181818181834
2000-03-01,4.0,-2.4390243902438935,-4.761904761904767
2000-04-01,3.8,-5.000000000000004,-11.627906976744185
2000-05-01,4.0,5.263157894736836,-4.761904761904767
2000-06-01,4.0,0.0,-6.976744186046513
2000-07-01,4.0,0.0,-6.976744186046513
2000-08-01,4.1,2.499999999999991,-2.3809523809523947
2000-09-01,3.9,-4.8780487804877986,-7.142857142857151
2000-10-01,3.9,0.0,-4.8780487804877986
2000-11-01,3.9,0.0,-4.8780487804877986
2000-12-01,3.9,0.0,-2.500000000000002
2001-01-01,4.2,7.692307692307709,5.000000000000004
2001-02-01,4.2,0.0,2.4390243902439046
2001-03-01,4.3,2.3809523809523725,7.499999999999996
2001-04-01,4.4,2.3255813953488413,15.789473684210531
2001-05-01,4.3,-2.272727272727282,7.499999999999996
2001-06-01,4.5,4.651162790697683,12.5
2001-07-01,4.6,2.2222222222222143,14.999999999999991
2001-08-01,4.9,6.521739130434789,19.512195121951237
2001-09-01,5.0,2.0408163265306145,28.205128205128215
2001-10-01,5.3,6.000000000000005,35.897435897435905
2001-11-01,5.5,3.7735849056603765,41.025641025641036
2001-12-01,5.7,3.6363636363636376,46.15384615384617
2002-01-01,5.7,0.0,35.71428571428572
2002-02-01,5.7,0.0,35.71428571428572
2002-03-01,5.7,0.0,32.558139534883736
2002-04-01,5.9,3.5087719298245723,34.09090909090908
2002-05-01,5.8,-1.6949152542372947,34.883720930232556
2002-06-01,5.8,0.0,28.888888888888875
2002-07-01,5.8,0.0,26.086956521739136
2002-08-01,5.7,-1.724137931034475,16.326530612244895
2002-09-01,5.7,0.0,14.000000000000012
2002-10-01,5.7,0.0,7.547169811320753
2002-11-01,5.9,3.5087719298245723,7.272727272727275
2002-12-01,6.0,1.6949152542372836,5.263157894736836
2003-01-01,5.8,-3.3333333333333326,1.754385964912264
2003-02-01,5.9,1.7241379310344973,3.5087719298245723
2003-03-01,5.9,0.0,3.5087719298245723
2003-04-01,6.0,1.6949152542372836,1.6949152542372836
2003-05-01,6.1,1.6666666666666607,5.1724137931034475
2003-06-01,6.3,3.2786885245901676,8.62068965517242
2003-07-01,6.2,-1.5873015873015817,6.896551724137945
2003-08-01,6.1,-1.6129032258064613,7.017543859649122
2003-09-01,6.1,0.0,7.017543859649122
2003-10-01,6.0,-1.6393442622950727,5.263157894736836
2003-11-01,5.8,-3.3333333333333326,-1.6949152542372947
2003-12-01,5.7,-1.724137931034475,-4.999999999999993
2004-01-01,5.7,0.0,-1.724137931034475
2004-02-01,5.6,-1.7543859649122862,-5.084745762711873
2004-03-01,5.8,3.571428571428581,-1.6949152542372947
2004-04-01,5.6,-3.4482758620689724,-6.666666666666677
2004-05-01,5.6,0.0,-8.196721311475407
2004-06-01,5.6,0.0,-11.111111111111116
2004-07-01,5.5,-1.7857142857142794,-11.290322580645162
2004-08-01,5.4,-1.8181818181818077,-11.475409836065564
2004-09-01,5.4,0.0,-11.475409836065564
2004-10-01,5.5,1.8518518518518379,-8.333333333333337
2004-11-01,5.4,-1.8181818181818077,-6.896551724137923
2004-12-01,5.4,0.0,-5.263157894736836
2005-01-01,5.3,-1.85185185185186,-7.017543859649134
2005-02-01,5.4,1.8867924528301883,-3.5714285714285587
2005-03-01,5.2,-3.703703703703709,-10.344827586206895
2005-04-01,5.2,0.0,-7.142857142857128
2005-05-01,5.1,-1.9230769230769384,-8.92857142857143
2005-06-01,5.0,-1.9607843137254832,-10.71428571428571
2005-07-01,5.0,0.0,-9.090909090909093
2005-08-01,4.9,-1.9999999999999907,-9.259259259259256
2005-09-01,5.0,2.0408163265306145,-7.407407407407418
2005-10-01,5.0,0.0,-9.090909090909093
2005-11-01,5.0,0.0,-7.407407407407418
2005-12-01,4.9,-1.9999999999999907,-9.259259259259256
2006-01-01,4.7,-4.081632653061229,-11.32075471698113
2006-02-01,4.8,2.127659574468077,-11.111111111111116
2006-03-01,4.7,-2.083333333333326,-9.615384615384615
2006-04-01,4.7,0.0,-9.615384615384615
2006-05-01,4.6,-2.1276595744680993,-9.80392156862745
2006-06-01,4.6,0.0,-8.000000000000007
2006-07-01,4.7,2.1739130434782705,-5.999999999999995
2006-08-01,4.7,0.0,-4.081632653061229
2006-09-01,4.5,-4.255319148936176,-9.999999999999998
2006-10-01,4.4,-2.2222222222222143,-11.99999999999999
2006-11-01,4.5,2.2727272727272707,-9.999999999999998
2006-12-01,4.4,-2.2222222222222143,-10.204081632653061
2007-01-01,4.6,4.545454545454519,-2.1276595744680993
2007-02-01,4.5,-2.1739130434782483,-6.25
2007-03-01,4.4,-2.2222222222222143,-6.382978723404253
2007-04-01,4.5,2.2727272727272707,-4.255319148936176
2007-05-01,4.4,-2.2222222222222143,-4.347826086956507
2007-06-01,4.6,4.545454545454519,0.0
2007-07-01,4.7,2.1739130434782705,0.0
2007-08-01,4.6,-2.1276595744680993,-2.1276595744680993
2007-09-01,4.7,2.1739130434782705,4.444444444444451
2007-10-01,4.7,0.0,6.818181818181812
2007-11-01,4.7,0.0,4.444444444444451
2007-12-01,5.0,6.382978723404253,13.636363636363624
2008-01-01,5.0,0.0,8.69565217391306
2008-02-01,4.9,-1.9999999999999907,8.888888888888902
2008-03-01,5.1,4.081632653061207,15.909090909090896
2008-04-01,5.0,-1.9607843137254832,11.111111111111116
2008-05-01,5.4,8.000000000000007,22.72727272727273
2008-06-01,5.6,3.703703703703698,21.739130434782616
2008-07-01,5.8,3.571428571428581,23.404255319148938
2008-08-01,6.1,5.1724137931034475,32.60869565217392
2008-09-01,6.1,0.0,29.78723404255319
2008-10-01,6.5,6.557377049180335,38.29787234042552
2008-11-01,6.8,4.615384615384621,44.68085106382978
2008-12-01,7.3,7.352941176470584,46.0
2009-01-01,7.8,6.849315068493156,56.00000000000001
2009-02-01,8.3,6.410256410256432,69.38775510204083
2009-03-01,8.7,4.819277108433728,70.58823529411764
2009-04-01,9.0,3.4482758620689724,80.0
2009-05-01,9.4,4.444444444444451,74.07407407407408
2009-06-01,9.5,1.0638297872340496,69.64285714285717
2009-07-01,9.5,0.0,63.793103448275865
2009-08-01,9.6,1.0526315789473717,57.377049180327866
2009-09-01,9.8,2.083333333333348,60.65573770491805
2009-10-01,10.0,2.0408163265306145,53.846153846153854
2009-11-01,9.9,-1.0000000000000009,45.588235294117666
2009-12-01,9.9,0.0,35.616438356164394
2010-01-01,9.8,-1.0101010101010055,25.64102564102566
2010-02-01,9.8,0.0,18.07228915662651
2010-03-01,9.9,1.0204081632652962,13.793103448275868
2010-04-01,9.9,0.0,10.000000000000009
2010-05-01,9.6,-3.0303030303030387,2.127659574468077
2010-06-01,9.4,-2.083333333333326,-1.0526315789473606
2010-07-01,9.4,0.0,-1.0526315789473606
2010-08-01,9.5,1.0638297872340496,-1.041666666666663
2010-09-01,9.5,0.0,-3.0612244897959218
2010-10-01,9.4,-1.0526315789473606,-5.999999999999995
2010-11-01,9.8,4.255319148936176,-1.0101010101010055
2010-12-01,9.3,-5.102040816326525,-6.060606060606055
2011-01-01,9.1,-2.1505376344086113,-7.142857142857151
2011-02-01,9.0,-1.098901098901095,-8.163265306122458
2011-03-01,9.0,0.0,-9.090909090909093
2011-04-01,9.1,1.1111111111111072,-8.080808080808088
2011-05-01,9.0,-1.098901098901095,-6.25
2011-06-01,9.1,1.1111111111111072,-3.191489361702138
2011-07-01,9.0,-1.098901098901095,-4.255319148936176
2011-08-01,9.0,0.0,-5.263157894736848
2011-09-01,9.0,0.0,-5.263157894736848
2011-10-01,8.8,-2.2222222222222143,-6.382978723404253
2011-11-01,8.6,-2.272727272727282,-12.244897959183687
2011-12-01,8.5,-1.1627906976744096,-8.602150537634412
2012-01-01,8.3,-2.35294117647058,-8.791208791208781
2012-02-01,8.3,0.0,-7.777777777777772
2012-03-01,8.2,-1.2048192771084487,-8.888888888888902
2012-04-01,8.2,0.0,-9.8901098901099
2012-05-01,8.2,0.0,-8.888888888888902
2012-06-01,8.2,0.0,-9.8901098901099
2012-07-01,8.2,0.0,-8.888888888888902
2012-08-01,8.1,-1.2195121951219523,-10.000000000000009
2012-09-01,7.8,-3.703703703703698,-13.33333333333333
2012-10-01,7.8,0.0,-11.363636363636376
2012-11-01,7.7,-1.2820512820512775,-10.465116279069765
2012-12-01,7.9,2.5974025974025983,-7.058823529411762
2013-01-01,8.0,1.2658227848101111,-3.614457831325313
2013-02-01,7.7,-3.749999999999998,-7.2289156626506035
2013-03-01,7.5,-2.5974025974025983,-8.536585365853655
2013-04-01,7.6,1.3333333333333197,-7.317073170731703
2013-05-01,7.5,-1.3157894736842035,-8.536585365853655
2013-06-01,7.5,0.0,-8.536585365853655
2013-07-01,7.3,-2.6666666666666727,-10.97560975609756
2013-08-01,7.2,-1.3698630136986245,-11.111111111111105
2013-09-01,7.2,0.0,-7.692307692307687
2013-10-01,7.2,0.0,-7.692307692307687
2013-11-01,6.9,-4.1666666666666625,-10.389610389610382
2013-12-01,6.7,-2.898550724637683,-15.189873417721522
2014-01-01,6.6,-1.4925373134328401,-17.500000000000004
2014-02-01,6.7,1.5151515151515138,-12.987012987012992
2014-03-01,6.7,0.0,-10.666666666666668
2014-04-01,6.2,-7.462686567164178,-18.421052631578938
2014-05-01,6.3,1.6129032258064502,-16.000000000000004
2014-06-01,6.1,-3.1746031746031744,-18.666666666666675
2014-07-01,6.2,1.6393442622950838,-15.068493150684926
2014-08-01,6.1,-1.6129032258064613,-15.27777777777779
2014-09-01,5.9,-3.2786885245901565,-18.055555555555557
2014-10-01,5.7,-3.3898305084745783,-20.833333333333336
2014-11-01,5.8,1.754385964912264,-15.94202898550725
2014-12-01,5.6,-3.4482758620689724,-16.417910447761198
2015-01-01,5.7,1.7857142857143016,-13.636363636363624
2015-02-01,5.5,-3.508771929824561,-17.910447761194035
2015-03-01,5.4,-1.8181818181818077,-19.402985074626866
2015-04-01,5.4,0.0,-12.903225806451612
2015-05-01,5.6,3.703703703703698,-11.111111111111116
2015-06-01,5.3,-5.357142857142849,-13.114754098360649
2015-07-01,5.2,-1.8867924528301772,-16.129032258064512
2015-08-01,5.1,-1.9230769230769384,-16.393442622950815
2015-09-01,5.0,-1.9607843137254832,-15.254237288135597
2015-10-01,5.0,0.0,-12.28070175438597
2015-11-01,5.1,2.0000000000000018,-12.06896551724138
2015-12-01,5.0,-1.9607843137254832,-10.71428571428571
2016-01-01,4.8,-4.0000000000000036,-15.789473684210531
2016-02-01,4.9,2.083333333333348,-10.909090909090901
2016-03-01,5.0,2.0408163265306145,-7.407407407407418
2016-04-01,5.1,2.0000000000000018,-5.55555555555557
2016-05-01,4.8,-5.882352941176472,-14.28571428571428
2016-06-01,4.9,2.083333333333348,-7.547169811320742
2016-07-01,4.8,-2.0408163265306256,-7.692307692307699
2016-08-01,4.9,2.083333333333348,-3.9215686274509665
2016-09-01,5.0,2.0408163265306145,0.0
2016-10-01,4.9,-1.9999999999999907,-1.9999999999999907
2016-11-01,4.7,-4.081632653061229,-7.843137254901955
2016-12-01,4.7,0.0,-5.999999999999995
2017-01-01,4.7,0.0,-2.083333333333326
2017-02-01,4.6,-2.1276595744680993,-6.122448979591855
2017-03-01,4.4,-4.347826086956507,-11.99999999999999
2017-04-01,4.4,0.0,-13.725490196078416
2017-05-01,4.4,0.0,-8.333333333333325
2017-06-01,4.3,-2.272727272727282,-12.244897959183687
2017-07-01,4.3,0.0,-10.416666666666663
2017-08-01,4.4,2.3255813953488413,-10.204081632653061
2017-09-01,4.3,-2.272727272727282,-14.000000000000002
2017-10-01,4.2,-2.3255813953488302,-14.28571428571429
2017-11-01,4.2,0.0,-10.63829787234043
2017-12-01,4.1,-2.3809523809523947,-12.765957446808518
2018-01-01,4.0,-2.4390243902438935,-14.893617021276595
2018-02-01,4.1,2.499999999999991,-10.869565217391308
2018-03-01,4.0,-2.4390243902438935,-9.090909090909093
2018-04-01,4.0,0.0,-9.090909090909093
2018-05-01,3.8,-5.000000000000004,-13.636363636363647
2018-06-01,4.0,5.263157894736836,-6.976744186046513
2018-07-01,3.8,-5.000000000000004,-11.627906976744185
2018-08-01,3.8,0.0,-13.636363636363647
2018-09-01,3.7,-2.631578947368407,-13.953488372093014
2018-10-01,3.8,2.7027027027026973,-9.523809523809534
2018-11-01,3.8,0.0,-9.523809523809534
2018-12-01,3.9,2.6315789473684292,-4.8780487804877986
2019-01-01,4.0,2.564102564102577,0.0
2019-02-01,3.8,-5.000000000000004,-7.317073170731703
2019-03-01,3.8,0.0,-5.000000000000004
2019-04-01,3.7,-2.631578947368407,-7.499999999999996
2019-05-01,3.6,-2.7027027027027084,-5.263157894736836
2019-06-01,3.6,0.0,-9.999999999999998
2019-07-01,3.7,2.77777777777779,-2.631578947368407
2019-08-01,3.6,-2.7027027027027084,-5.263157894736836
2019-09-01,3.5,-2.777777777777779,-5.405405405405405
2019-10-01,3.6,2.857142857142869,-5.263157894736836
2019-11-01,3.6,0.0,-5.263157894736836
2019-12-01,3.6,0.0,-7.692307692307687
2020-01-01,3.6,0.0,-9.999999999999998
2020-02-01,3.5,-2.777777777777779,-7.894736842105255
2020-03-01,4.4,25.714285714285733,15.789473684210531
2020-04-01,14.8,236.36363636363632,300.0
2020-05-01,13.2,-10.810810810810823,266.66666666666663
2020-06-01,11.0,-16.666666666666664,205.55555555555554
2020-07-01,10.2,-7.272727272727275,175.67567567567565
2020-08-01,8.4,-17.647058823529406,133.33333333333334
2020-09-01,7.8,-7.142857142857151,122.85714285714286
2020-10-01,6.8,-12.82051282051282,88.88888888888889
2020-11-01,6.7,-1.4705882352941124,86.11111111111111
2020-12-01,6.7,0.0,86.11111111111111
2021-01-01,6.4,-4.477611940298509,77.77777777777779
2021-02-01,6.2,-3.125,77.14285714285715
2021-03-01,6.1,-1.6129032258064613,38.636363636363626
2021-04-01,6.1,0.0,-58.7837837837838
2021-05-01,5.8,-4.91803278688524,-56.060606060606055
2021-06-01,5.9,1.7241379310344973,-46.36363636363636
2021-07-01,5.4,-8.47457627118644,-47.058823529411754
2021-08-01,5.1,-5.55555555555557,-39.28571428571429
2021-09-01,4.7,-7.843137254901955,-39.74358974358974
2021-10-01,4.5,-4.255319148936176,-33.82352941176471
2021-11-01,4.1,-8.888888888888902,-38.805970149253746
2021-12-01,3.9,-4.8780487804877986,-41.7910447761194
2022-01-01,4.0,2.564102564102577,-37.5
2022-02-01,3.8,-5.000000000000004,-38.70967741935485
2022-03-01,3.6,-5.263157894736836,-40.98360655737704
2022-04-01,3.7,2.77777777777779,-39.344262295081954
2022-05-01,3.6,-2.7027027027027084,-37.93103448275862
2022-06-01,3.6,0.0,-38.98305084745763
2022-07-01,3.5,-2.777777777777779,-35.18518518518518
2022-08-01,3.6,2.857142857142869,-29.411764705882348
2022-09-01,3.5,-2.777777777777779,-25.531914893617024
2022-10-01,3.6,2.857142857142869,-19.999999999999996
2022-11-01,3.6,0.0,-12.195121951219502
2022-12-01,3.5,-2.777777777777779,-10.256410256410254
2023-01-01,3.4,-2.857142857142858,-15.000000000000002
2023-02-01,3.6,5.882352941176472,-5.263157894736836
2023-03-01,3.5,-2.777777777777779,-2.777777777777779
2023-04-01,3.4,-2.857142857142858,-8.108108108108114
2023-05-01,3.7,8.823529411764719,2.77777777777779
2023-06-01,3.6,-2.7027027027027084,0.0
2023-07-01,3.5,-2.777777777777779,0.0
2023-08-01,3.8,8.571428571428562,5.555555555555558
2023-09-01,3.8,0.0,8.571428571428562
2023-10-01,3.8,0.0,5.555555555555558
2023-11-01,3.7,-2.631578947368407,2.77777777777779
2023-12-01,3.7,0.0,5.714285714285716
2024-01-01,3.7,0.0,8.823529411764719
2024-02-01,3.9,5.405405405405395,8.333333333333325
2024-03-01,3.8,-2.564102564102566,8.571428571428562
2024-04-01,3.9,2.6315789473684292,14.705882352941169
2024-05-01,4.0,2.564102564102577,8.108108108108091
