year,price_yoy_pct_change,volume_yoy_pct_change,1yr_u_rate_pct_diff,1yr_sentiment_pct_change,1yr_gdp_pct_change,1yr_fed_funds_pct_change,1yr_cpi_pct_change,action
1999,31.019420808983902,42.14653955667371,-6.258542096886225,1.1550103552652402,4.816336792733988,,40.95578551205723,buy
2000,19.135461931121668,38.05657213927734,-5.890003163471687,1.6536735175998185,4.224744861233032,,54.33342310233014,sell
2001,-14.298413208149169,37.37099127037162,19.710228706538082,-17.042373537841815,2.1975051856706784,,-16.307652600333945,sell
2002,-25.211359091924624,31.366107388530224,23.195564332187885,0.38285554206740624,1.3372586567694578,,-43.88055217445221,sell
2003,-11.801721521827627,9.59779295116336,3.646652550917525,-2.1860465116279038,1.6792570124718242,,43.13049849845147,buy
2004,25.951101382277606,1.7996128962123559,-7.434373603518435,8.644793152639085,4.341952085996703,,17.935008204865866,buy
2005,11.525234197028105,41.880752551890474,-8.269555484845865,-6.985294117647067,3.9088432572524257,,26.725696470919647,buy
2006,12.523311492129448,57.085659696067886,-9.312689242766934,-1.4022209674383501,3.2131067957182013,,-4.916451252851994,buy
2007,17.576463474204626,48.60331145062601,0.3209992696001002,-1.9757564188221943,1.5767249700146868,,-11.570926449754538,sell
2008,-12.852195592971622,89.68897627216057,25.320837888599225,-25.511197663096397,1.3924712055185307,,34.5790770425372,sell
2009,-32.20255768287533,49.21844388280337,61.38080328692062,3.934640522875821,-3.234227293078318,,-109.26118722685897,buy
2010,23.37357694290614,-17.088730110171593,4.1962680362776466,8.426613004653504,1.7452658449103264,,-561.2742694384657,buy
2011,16.30995089279805,-13.063561054392482,-6.994249261752596,-6.252174921702814,2.037797199613345,,92.48524075812257,buy
2012,11.310468371930169,0.30216824443925405,-9.603065210110358,13.647611977233343,2.6380693108862374,,-34.44912516899096,buy
2013,27.786903467888408,-14.519956917228567,-8.901751901785376,3.4839412084920918,1.700868485709428,,-29.21247395394253,buy
2014,28.76696839042879,-0.18801712867144096,-16.319708183545444,6.207259337190951,1.6508175559380112,,10.744594010543352,buy
2015,14.050447999798962,15.648873496701249,-14.243296053597659,10.48043585933629,3.9692994988184793,,-92.6873717605713,sell
2016,2.45122405256956,17.89525733413535,-7.41261876899667,-1.183538061508127,1.7950168913805964,,963.4861912749725,buy
2017,20.80989505245259,-11.064259515328315,-10.56835180880863,5.362489792214875,2.0874616941966906,,68.84419466163159,buy
2018,20.572013627502717,5.054834746442915,-10.641794588016998,1.6534619359283687,3.328810094759116,,14.669350067917563,buy
2019,10.242900157601804,5.918324787136263,-5.549916399563379,-2.422907488986792,1.8512850454525775,,-25.80764481852992,buy
2020,14.88921932428704,38.67679778339687,121.92451850346588,-15.046014933148111,1.2265547889679818,-0.9532988037930064,-31.929282750005505,buy
2021,42.30483199721853,8.15091399808502,-17.346641628906774,-4.813490035769052,1.5726073238882199,-0.19683082205305452,280.8299519436347,hold
2022,9.47356643374886,5.0955949367172915,-30.502669049528702,-24.017607902082883,3.5650820052708365,20.08955207653838,70.34994138425151,sell
2023,-1.5711609083549065,-6.833822851164311,-0.016388569020146404,10.809665112335743,1.7179273017444263,14.323897496509941,,buy
2024,29.89234526241037,-5.9142648967029405,9.708456355515173,19.548584544758985,2.883083912146933,0.13620402456921646,,
