price,volume,price_1d_diff,price_1m_diff,volume_1d_diff,volume_1m_diff,price_pct_change,rolling_mean_price_7d,rolling_std_price_7d,rolling_mean_volume_7d,rolling_std_volume_7d,momentum_14d,ema_20d
17.200001,1420000.0,0.05000100000000174,0.33000000000000185,-520000.0,250000.0,0.29155102040816505,17.14,0.10692732734898158,1831428.5714285714,239682.32944382683,0.18000100000000074,17.07894596819744
17.17,1260000.0,-0.030000999999998612,0.2700000000000031,-160000.0,-180000.0,-0.17442440846369145,17.12428557142857,0.08960267587679702,1752857.142857143,323404.50861185626,0.12000100000000202,17.087617780750065
17.209999,1310000.0,0.03999899999999812,0.2899989999999981,50000.0,-30000.0,0.23295864880603645,17.119999714285715,0.08366622178176097,1684285.7142857143,362714.6326823674,0.16000000000000014,17.099273134964346
17.280001,1710000.0,0.07000199999999879,0.41999999999999815,400000.0,460000.0,0.406751912071579,17.15142857142857,0.09754155891182097,1612857.142857143,282235.97016883356,0.050000999999998186,17.11648531258679
17.280001,1410000.0,0.0,0.5400010000000002,-300000.0,-290000.0,0.0,17.182857428571428,0.0986096899546262,1567142.857142857,285990.34282729897,-0.010000000000001563,17.13205823519757
17.219999,1310000.0,-0.060001999999997224,0.48999900000000096,-100000.0,160000.0,-0.34723377620173856,17.215714428571427,0.049952739577324955,1480000.0,251396.10179953,-0.1000009999999989,17.140433546131135
17.24,1410000.0,0.02000099999999705,0.41999999999999815,100000.0,160000.0,0.11614983252901112,17.22857157142857,0.04099983160062652,1404285.7142857143,148532.50405855378,0.00999999999999801,17.149916065547217
17.23,1340000.0,-0.00999999999999801,0.21000000000000085,-70000.0,-300000.0,-0.058004640371223104,17.232857142857142,0.03903655796562302,1392857.142857143,150190.35540653858,0.0200010000000006,17.157543106923672
17.290001,1520000.0,0.06000099999999975,0.2400020000000005,180000.0,-170000.0,0.3482356355194449,17.250000142857143,0.03266073076549862,1430000.0,143874.94569938013,0.010000000000001563,17.17015814435951
17.32,1470000.0,0.02999900000000011,0.2700010000000006,-50000.0,-340000.0,0.17350490610150704,17.26571457142857,0.03645002450313019,1452857.142857143,134004.26432447022,0.08000000000000185,17.184428797277654
17.200001,1590000.0,-0.11999899999999997,-0.02999900000000011,120000.0,-450000.0,-0.69283487297922,17.254286,0.04314995448425702,1435714.2857142857,98633.5208160543,0.14000199999999907,17.185911864203593
17.190001,1360000.0,-0.010000000000001563,-0.10000000000000142,-230000.0,-850000.0,-0.05813953150352047,17.241428857142857,0.04740898046928223,1428571.4285714286,102539.19111386283,0.1300019999999975,17.186301305708014
17.07,1330000.0,-0.12000099999999847,-0.25,-30000.0,-160000.0,-0.6980860559577584,17.220000428571428,0.08082907892757622,1431428.5714285714,98898.69756954316,0.08000000000000185,17.17522499087868
17.09,1260000.0,0.019999999999999574,-0.14000000000000057,-70000.0,-100000.0,0.11716461628588082,17.19857185714286,0.09352885727484403,1410000.0,118602.97916437937,-0.05999999999999872,17.16710832508071
17.120001,1060000.0,0.030000999999998612,-0.08999800000000135,-200000.0,-410000.0,0.175547103569329,17.182857714285714,0.09655999368907335,1370000.0,178325.54500126862,-0.08000000000000185,17.162621913168262
17.25,1140000.0,0.12999900000000153,-0.030000999999998612,80000.0,-670000.0,0.7593399089170783,17.177143285714287,0.0901321384481367,1315714.2857142857,182834.8200660115,0.0799999999999983,17.170943635723667
17.450001,1830000.0,0.20000100000000032,0.21000100000000188,690000.0,40000.0,1.1594260869565165,17.195714857142857,0.1293392070351119,1367142.857142857,265437.6440091765,0.2400020000000005,17.197520527559508
17.49,2060000.0,0.03999899999999812,0.4300009999999972,230000.0,-150000.0,0.22922061723662512,17.237143285714286,0.17075467503965622,1434285.7142857143,370038.6080243128,0.20999899999999982,17.225375715410983
17.450001,1600000.0,-0.03999899999999812,0.39000199999999907,-460000.0,-130000.0,-0.2286963979416745,17.274286142857143,0.18635621036910843,1468571.4285714286,373114.3064990746,0.1700000000000017,17.246768599657557
17.440001,1430000.0,-0.010000000000001563,0.4500010000000003,-170000.0,-490000.0,-0.05730658697384872,17.32714342857143,0.1705594520011809,1482857.142857143,368814.0581970937,0.22000199999999737,17.265171685404457
17.450001,1400000.0,0.010000000000001563,0.30000100000000174,-30000.0,-540000.0,0.05733944625347931,17.37857214285714,0.13837494268158496,1502857.142857143,358362.678754093,0.21000100000000188,17.2827744772707
17.549999,2010000.0,0.09999799999999937,0.34999799999999937,610000.0,590000.0,0.5730544084209477,17.440000428571427,0.092195299955797,1638571.4285714286,342219.6454242301,0.31999899999999926,17.30822443181635
17.559999,2020000.0,0.010000000000001563,0.38999899999999954,10000.0,760000.0,0.05698006022678559,17.484286,0.05094253532807787,1764285.7142857143,285473.70823814656,0.26999800000000107,17.332202962119553
17.559999,1570000.0,0.0,0.3500000000000014,-450000.0,260000.0,0.0,17.5,0.05537649923615702,1727142.857142857,292330.5369904812,0.23999900000000096,17.35389782287007
17.459999,1930000.0,-0.10000000000000142,0.1799980000000012,360000.0,220000.0,-0.5694761144348637,17.495714142857143,0.05740331001892131,1708571.4285714286,271012.21198982757,0.2599979999999995,17.364002696882444
17.530001,1780000.0,0.07000199999999879,0.25,-150000.0,370000.0,0.4009278580141995,17.507142714285713,0.05468462830226319,1734285.7142857143,267510.5694396111,0.33999999999999986,17.379812059084117
17.440001,2090000.0,-0.08999999999999986,0.22000199999999737,310000.0,780000.0,-0.5134055611291766,17.507142714285713,0.05468462830226319,1828571.4285714286,258549.06506815949,0.37000099999999847,17.385544339171343
17.299999,2370000.0,-0.14000199999999907,0.059999000000001246,280000.0,960000.0,-0.8027637154378597,17.48571385714286,0.09519403243093498,1967142.857142857,250380.66257296433,0.20999899999999982,17.377397164012166
17.290001,1880000.0,-0.009997999999999507,0.06000099999999975,-490000.0,540000.0,-0.05779191085502067,17.448571285714287,0.11466281832351405,1948571.4285714286,251490.79316670712,0.1700000000000017,17.36907371982053
17.530001,1570000.0,0.23999999999999844,0.23999999999999844,-310000.0,50000.0,1.3880855183293406,17.444285857142855,0.11028106516742847,1884285.7142857143,285415.31977436866,0.2800009999999986,17.384400127456672
17.549999,2010000.0,0.01999800000000107,0.2299989999999994,440000.0,540000.0,0.11407871568291927,17.442857285714286,0.10858401619279809,1947142.857142857,251045.43318652493,0.09999799999999937,17.400171448651275
17.629999,1430000.0,0.08000000000000185,0.4299980000000012,-580000.0,-160000.0,0.4558404818142847,17.467143,0.12996316328349652,1875714.2857142857,318740.0792106923,0.1399990000000031,17.422059786874964
17.780001,2000000.0,0.15000199999999708,0.5899999999999999,570000.0,640000.0,0.8508338542730254,17.502857285714285,0.17623042275921105,1907142.857142857,318575.69930940523,0.3299999999999983,17.456149426220207
17.85,2070000.0,0.06999900000000281,0.7800000000000011,70000.0,740000.0,0.39369514096203595,17.56142857142857,0.21559450916462827,1904285.7142857143,316746.8570145121,0.40999900000000267,17.493659004675425
17.75,2010000.0,-0.10000000000000142,0.6600000000000001,-60000.0,750000.0,-0.5602240896358635,17.62571442857143,0.19025028127338645,1852857.142857143,250912.61996388936,0.2999989999999997,17.518072432801574
17.940001,2010000.0,0.19000099999999875,0.8200000000000003,0.0,950000.0,1.0704281690140816,17.718571571428573,0.1543191590760357,1871428.5714285714,257968.25201489308,0.39000199999999907,17.55825610586809
17.98,2410000.0,0.03999900000000167,0.7300000000000004,400000.0,1270000.0,0.22295985379265915,17.782857142857143,0.15638837187524834,1991428.5714285714,288006.2830002491,0.4200009999999992,17.59842219102351
17.959999,2750000.0,-0.0200010000000006,0.5099979999999995,340000.0,920000.0,-0.11124026696329725,17.841428571428573,0.12902582060037215,2097142.857142857,407132.8319567749,0.3999999999999986,17.6328580775927
17.879999,2520000.0,-0.0799999999999983,0.3899990000000031,-230000.0,460000.0,-0.44543432324243293,17.877142857142857,0.08920259445660403,2252857.1428571427,305107.3191361969,0.4200000000000017,17.65639530829816
18.030001,3320000.0,0.15000199999999708,0.5799999999999983,800000.0,1720000.0,0.8389374070993938,17.912857142857142,0.09375777047506696,2441428.5714285714,480361.9666955538,0.5,17.691976802745952
18.049999,2950000.0,0.01999800000000107,0.6099980000000009,-370000.0,1520000.0,0.11091513527925478,17.941428428571427,0.10155930709654917,2567142.8571428573,482103.5257326077,0.6099980000000009,17.726074154865387
17.93,2590000.0,-0.11999899999999997,0.4799989999999994,-360000.0,1190000.0,-0.6648144412639612,17.967142714285714,0.058797606857903244,2650000.0,415652.0981141182,0.630001,17.745495663925826
17.959999,2710000.0,0.02999900000000011,0.41000000000000014,120000.0,700000.0,0.16731176798661096,17.96999957142857,0.057735286731173174,2750000.0,305668.6659331236,0.6699979999999996,17.76592455307575
17.83,2310000.0,-0.12999900000000153,0.27000099999999705,-400000.0,290000.0,-0.7238252073399454,17.948570999999998,0.07776649419670102,2735714.285714286,325876.10850634676,0.2999989999999997,17.772026976592343
17.83,1830000.0,0.0,0.27000099999999705,-480000.0,260000.0,0.0,17.929999714285714,0.08925618559639119,2604285.714285714,471941.27964035235,0.2800009999999986,17.777548216916884
17.76,1880000.0,-0.06999999999999673,0.30000100000000174,50000.0,-50000.0,-0.39259674705550696,17.912857,0.10965303070737704,2512857.1428571427,547013.5368743731,0.13000100000000003,17.775876958162893
17.860001,2070000.0,0.1000009999999989,0.33000000000000185,190000.0,290000.0,0.5630686936936913,17.888571285714285,0.09754075338998072,2334285.714285714,431426.2062376052,0.08000000000000185,17.78388877167119
17.959999,2190000.0,0.09999799999999937,0.5199980000000011,120000.0,100000.0,0.5598991847760804,17.87571414285714,0.07634467892693497,2225714.285714286,335651.4632202661,0.1099989999999984,17.800661174369175
18.219999,2390000.0,0.26000000000000156,0.9200000000000017,200000.0,20000.0,1.4476615505379486,17.91714257142857,0.15195501840873454,2197142.8571428573,306741.7092448906,0.4699990000000014,17.84059811014354
18.110001,2250000.0,-0.10999800000000093,0.8200000000000003,-140000.0,370000.0,-0.6037212186455143,17.93857142857143,0.16866401230928024,2131428.5714285714,213731.02811934677,0.1700000000000017,17.866255528225103
18.27,2120000.0,0.15999899999999911,0.739999000000001,-130000.0,550000.0,0.8834842140538868,18.001428571428573,0.20045169588106984,2104285.714285714,198817.93537951238,0.28999999999999915,17.904707382679852
18.120001,2150000.0,-0.1499990000000011,0.5700019999999988,30000.0,140000.0,-0.8210125889436259,18.042857285714287,0.18874258989131673,2150000.0,157797.33838059707,0.16000199999999865,17.925211536710343
18.219999,1800000.0,0.09999800000000292,0.5899999999999999,-350000.0,370000.0,0.5518653117072336,18.108571428571427,0.14993614990586973,2138571.4285714286,181698.33712581496,0.33999999999999986,17.95328653321412
18.27,1680000.0,0.050000999999998186,0.48999900000000096,-120000.0,-320000.0,0.2744292137447424,18.167142714285713,0.11190982339461435,2082857.142857143,252303.67190578746,0.23999900000000096,17.98344972052706
18.27,1720000.0,0.0,0.41999999999999815,40000.0,-350000.0,0.0,18.211428571428574,0.0696243423542419,2015714.2857142857,280051.0157606495,0.2200009999999999,18.010740223334004
18.290001,1880000.0,0.0200010000000006,0.5400010000000002,160000.0,-130000.0,0.10947454844005833,18.221428857142858,0.0758127392271092,1942857.142857143,227941.09514772167,0.36000100000000046,18.037336487778383
18.290001,1750000.0,0.0,0.3500000000000014,-130000.0,-260000.0,0.0,18.24714314285714,0.06074925044078507,1871428.5714285714,190999.87534276544,0.33000200000000035,18.061399774656632
18.18,1790000.0,-0.11000100000000046,0.1999999999999993,40000.0,-620000.0,-0.6014269764118674,18.234286,0.06451285586590173,1824285.7142857143,157147.18608755767,0.3500000000000014,18.07269503421314
18.26,1220000.0,0.08000000000000185,0.30000100000000174,-570000.0,-1530000.0,0.44004400440045277,18.254285857142857,0.04035599914655817,1691428.5714285714,217441.8367769902,0.43000000000000327,18.090533602383317
18.440001,1730000.0,0.1800009999999972,0.5600019999999972,510000.0,-790000.0,0.9857667031763162,18.285714714285714,0.07764422524917607,1681428.5714285714,213184.4718726434,0.6800009999999972,18.123816211680143
18.52,2020000.0,0.07999900000000082,0.48999900000000096,290000.0,-1300000.0,0.4338340328723378,18.321429,0.11682310396195462,1730000.0,248596.0578931191,0.6599989999999991,18.16154800104394
18.559999,5240000.0,0.03999900000000167,0.5100000000000016,3220000.0,2290000.0,0.21597732181426466,18.36285742857143,0.14384153648925688,2232857.1428571427,1349119.6424053023,0.6000000000000014,18.19949571523023
18.68,2110000.0,0.12000099999999847,0.75,-3130000.0,-480000.0,0.6465571469050024,18.418571571428572,0.18151456192526816,2265714.285714286,1341875.0207931334,0.46000099999999833,18.24525802806545
18.6,1620000.0,-0.0799999999999983,0.6400010000000016,-490000.0,-1090000.0,-0.4282655246252598,18.462857142857143,0.1827305015337564,2247142.8571428573,1351070.1226029969,0.48999900000000096,18.279042977773504
18.709999,1460000.0,0.1099989999999984,0.8799990000000015,-160000.0,-850000.0,0.5913924731182796,18.538571285714287,0.15345201825067267,2200000.0,1375221.194329601,0.43999900000000025,18.32008640846174
18.690001,1850000.0,-0.01999800000000107,0.8600010000000005,390000.0,20000.0,-0.10688402495372396,18.599999999999998,0.10016629506624633,2290000.0,1319898.9860339065,0.5700000000000003,18.355316369560622
18.690001,1480000.0,0.0,0.9300009999999972,-370000.0,-400000.0,0.0,18.635714285714283,0.07502405011640398,2254285.714285714,1340794.0078284107,0.47000199999999737,18.387191096269135
18.67,1330000.0,-0.02000099999999705,0.8099990000000012,-150000.0,-740000.0,-0.10701444050215114,18.657142857142855,0.05529176723925165,2155714.285714286,1385506.6118314168,0.40000000000000213,18.414125277576836
18.719999,1110000.0,0.04999899999999968,0.7600000000000016,-220000.0,-1080000.0,0.26780396357792835,18.68,0.03915758760822989,1565714.2857142857,332107.26895874675,0.4499990000000018,18.443256108283805
18.780001,1530000.0,0.060001999999997224,0.5600019999999972,420000.0,-860000.0,0.320523521395466,18.694285857142855,0.054423493708495134,1482857.142857143,230486.02891240185,0.48999999999999844,18.475327050352014
18.77,1580000.0,-0.010000999999999038,0.6599989999999991,50000.0,-670000.0,-0.05325345829321204,18.718571571428573,0.041804579389274336,1477142.857142857,226988.56694514048,0.4799989999999994,18.50339114079468
18.790001,1450000.0,0.0200010000000006,0.5200010000000006,-130000.0,-670000.0,0.10655833777304391,18.73000042857143,0.04932896377633716,1475714.2857142857,227145.85203176635,0.6100010000000005,18.53068731786185
18.6,1630000.0,-0.19000099999999875,0.47999900000000295,180000.0,-520000.0,-1.0111814256954954,18.717143142857143,0.06921352056574408,1444285.7142857143,176243.87865087308,0.33999999999999986,18.537288525684534
18.879999,2250000.0,0.2799990000000001,0.6600000000000001,620000.0,450000.0,1.5053709677419258,18.744285714285716,0.09071141840583784,1554285.7142857143,353452.3609039423,0.4399980000000028,18.569927618476484
18.93,1750000.0,0.050000999999998186,0.6600000000000001,-500000.0,70000.0,0.26483581911205256,18.78142857142857,0.1069935000280167,1614285.7142857143,344570.12556019844,0.41000000000000014,18.604220226240628
19.139999,1780000.0,0.20999899999999982,0.869999,30000.0,60000.0,1.1093449550977352,18.84142857142857,0.16747378615246925,1710000.0,265015.72280401236,0.5799999999999983,18.655246776122475
19.26,2130000.0,0.12000100000000202,0.9699990000000014,350000.0,250000.0,0.6269645050660744,18.909999857142857,0.22612657222692317,1795714.2857142857,292680.55070657644,0.5800000000000018,18.712842321253667
19.4,1790000.0,0.13999999999999702,1.1099989999999984,-340000.0,40000.0,0.7268951194184581,18.999999857142857,0.2800593806089961,1825714.2857142857,277239.79649737326,0.7999999999999972,18.7782859097057
19.25,1790000.0,-0.14999999999999858,1.0700000000000003,0.0,0.0,-0.773195876288657,19.065713999999996,0.27651752549332137,1874285.7142857143,225377.98937615546,0.5400010000000002,18.8232110611623
18.98,1650000.0,-0.2699999999999996,0.7199999999999989,-140000.0,430000.0,-1.4025974025974053,19.119999714285715,0.1951924008088418,1877142.857142857,221864.39444807245,0.28999900000000167,18.838143341051605
18.93,1530000.0,-0.05000000000000071,0.48999900000000096,-120000.0,-200000.0,-0.26343519494205214,19.127142714285718,0.1856263412652402,1774285.7142857143,183834.81197868392,0.23999900000000096,18.846891594284784
18.969999,1180000.0,0.03999900000000167,0.4499990000000018,-350000.0,-840000.0,0.2112995245642013,19.13285685714286,0.179045231050957,1692857.142857143,291245.2738222702,0.2999989999999997,18.858616109114806
18.92,1290000.0,-0.04999899999999968,0.36000100000000046,110000.0,-3950000.0,-0.2635688067247677,19.10142842857143,0.19608075595844315,1622857.142857143,323867.99192028155,0.20000100000000032,18.864462193961014
18.83,1470000.0,-0.09000000000000341,0.14999999999999858,180000.0,-640000.0,-0.4756871035941024,19.039999857142856,0.20526411441545384,1528571.4285714286,235685.42391844688,0.04999899999999968,18.861180080250442
19.0,1750000.0,0.1700000000000017,0.3999999999999986,280000.0,130000.0,0.9028146574615148,18.982857,0.13034753728508358,1522857.142857143,228671.10921687313,0.23000000000000043,18.874401024988497
19.16,1830000.0,0.16000000000000014,0.4500010000000003,80000.0,370000.0,0.8421052631578885,18.969999857142856,0.10066445913742107,1528571.4285714286,236814.1726775476,0.36999899999999997,18.901600927370545
19.139999,1700000.0,-0.0200010000000006,0.4499980000000008,-130000.0,-150000.0,-0.10438935281837924,18.992856857142858,0.11968194557003513,1535714.2857142857,241788.9674114676,0.5399989999999981,18.92430550571621
18.110001,3950000.0,-1.029997999999999,-0.5799999999999983,2250000.0,2470000.0,-5.381390040824973,18.87571414285714,0.357157570268966,1881428.5714285714,943652.9830297539,-0.7699980000000011,18.846752695647996
17.91,4860000.0,-0.20000100000000032,-0.7600000000000016,910000.0,3530000.0,-1.104367691641761,18.724285714285713,0.5047391023378941,2407142.8571428573,1401674.1690530218,-1.0199999999999996,18.75753815320533
18.110001,2600000.0,0.20000100000000032,-0.6099980000000009,-2260000.0,1490000.0,1.116700167504181,18.60857157142857,0.5437344108333096,2594285.714285714,1312260.862568329,-1.029997999999999,18.695867948138154
17.440001,3040000.0,-0.6700000000000017,-1.3399999999999999,440000.0,1510000.0,-3.699613268933566,18.410000285714286,0.684883858767702,2818571.4285714286,1218926.1472217902,-1.8199990000000028,18.576261572125
17.690001,2660000.0,0.25,-1.0799990000000008,-380000.0,1080000.0,1.433486156336805,18.22285757142857,0.6757141826743445,2948571.4285714286,1131347.700332495,-1.7099989999999998,18.49185580335119
17.639999,1550000.0,-0.050001999999999214,-1.1500020000000006,-1110000.0,100000.0,-0.28265685230882687,18.005714571428573,0.558415697266171,2908571.4285714286,1181332.983983612,-1.6100010000000005,18.41072658398441
17.809999,1400000.0,0.1700000000000017,-0.7900010000000002,-150000.0,-230000.0,0.9637188754942683,17.815714571428572,0.24831833256246577,2865714.285714286,1236633.2943770802,-1.1700009999999992,18.35351443312875
17.91,1570000.0,0.1000009999999989,-0.9699990000000014,170000.0,-680000.0,0.5614879596568034,17.787142999999997,0.21853407928814794,2525714.285714286,1215837.9434620012,-1.0199999999999996,18.311274963306968
17.67,1870000.0,-0.23999999999999844,-1.259999999999998,300000.0,120000.0,-1.340033500837512,17.752857285714285,0.21484216355010724,2098571.4285714286,654915.4798249057,-1.2999989999999997,18.250201157277733
17.59,1960000.0,-0.08000000000000185,-1.5499989999999997,90000.0,180000.0,-0.45274476513866846,17.678571428571427,0.15126415872552534,2007142.857142857,616812.0806673156,-1.3300000000000018,18.187324856584617
17.32,3250000.0,-0.2699999999999996,-1.9400000000000013,1290000.0,1120000.0,-1.5349630471859,17.66142842857143,0.18569038619237824,2037142.857142857,677537.5582631145,-1.509999999999998,18.104722489290843
16.870001,3200000.0,-0.4499990000000018,-2.529999,-50000.0,1410000.0,-2.5981466512702167,17.54428557142857,0.3503258856992232,2114285.714285714,782833.6805660399,-2.1299990000000015,17.98712996650124
16.690001,2660000.0,-0.17999999999999972,-2.5599990000000012,-540000.0,870000.0,-1.0669827464740544,17.408571571428574,0.470475361938274,2272857.1428571427,761614.8257860695,-2.4699990000000014,17.863593874453503
16.870001,1900000.0,0.17999999999999972,-2.109999000000002,-760000.0,250000.0,1.078490049221692,17.274286142857143,0.47095092505462954,2344285.714285714,685780.7507470888,-2.269998000000001,17.768965981648407
16.68,1520000.0,-0.19000099999999875,-2.25,-380000.0,-10000.0,-1.1262654934045324,17.098571857142858,0.42104710402734885,2337142.8571428573,695382.7312042955,-1.4300010000000007,17.665254935777128
17.059999,1820000.0,0.37999900000000153,-1.9100000000000001,300000.0,640000.0,2.2781714628297367,17.011428857142857,0.3380050316624786,2330000.0,701213.2343303303,-0.8500009999999989,17.607611513322166
17.360001,2430000.0,0.3000019999999992,-1.5599990000000012,610000.0,1140000.0,1.7585112402409786,16.978571857142857,0.27829400007334143,2397142.8571428573,682122.0390740057,-0.75,17.584029559672434
17.610001,3160000.0,0.25,-1.2199989999999978,730000.0,1690000.0,1.440092082944,17.02000057142857,0.34995250153979823,2384285.714285714,663974.3253785553,0.1700000000000017,17.58650303017982
17.59,2810000.0,-0.0200010000000006,-1.4100000000000001,-350000.0,1060000.0,-0.11357750632723373,17.122857571428572,0.4006542690824082,2328571.4285714286,597116.085068575,-0.1000009999999989,17.586836074924598
17.48,2300000.0,-0.10999999999999943,-1.6799999999999997,-510000.0,470000.0,-0.6253553155201819,17.23571457142857,0.36836848528742877,2277142.8571428573,579042.723976805,-0.15999899999999911,17.576661210646066
17.23,2770000.0,-0.25,-1.9099989999999991,470000.0,1070000.0,-1.4302059496567487,17.287143,0.3321505940734313,2401428.5714285714,577968.5277310713,-0.5799990000000008,17.543645857251203
17.27,2460000.0,0.03999999999999915,-0.8400010000000009,-310000.0,-1490000.0,0.2321532211259303,17.371428714285713,0.20161299207119823,2535714.285714286,429063.2099064686,-0.6400000000000006,17.517584347036802
17.5,2300000.0,0.23000000000000043,-0.41000000000000014,-160000.0,-2560000.0,1.3317892298783995,17.434285999999997,0.15042807330524072,2604285.714285714,320148.7749394692,-0.1700000000000017,17.515909647319013
17.690001,2050000.0,0.19000099999999875,-0.4200000000000017,-250000.0,-550000.0,1.0857200000000011,17.481428857142856,0.17324663949256797,2550000.0,381051.17766515876,0.1000009999999989,17.532489776145773
17.84,1590000.0,0.1499990000000011,0.3999990000000011,-460000.0,-1450000.0,0.8479309865499829,17.514285857142855,0.21778115161816283,2325714.285714286,422013.31506866065,0.5199999999999996,17.561776464131892
